sample_id,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,error
crosswoz_10040_turn2,22.91,long,non-streaming,2115.74,2071.15,44.59,
multiwoz_MUL0183_turn2,23.18,long,streaming,1138.18,1052.50,85.68,
multiwoz_MUL0183_turn2,23.18,long,non-streaming,1824.77,1779.90,44.87,
multiwoz_PMUL2034_turn2,23.42,long,streaming,1675.40,1541.46,133.94,
multiwoz_PMUL2034_turn2,23.42,long,non-streaming,1828.77,1771.13,57.64,
multiwoz_MUL0874_turn3,23.46,long,streaming,1609.98,1506.82,103.16,
multiwoz_MUL0874_turn3,23.46,long,non-streaming,2399.61,2342.83,56.77,
multiwoz_PMUL4612_turn3,23.52,long,streaming,1349.57,1264.07,85.50,
multiwoz_PMUL4612_turn3,23.52,long,non-streaming,1851.33,1806.35,44.98,
crosswoz_11361_turn2,23.64,long,streaming,1811.08,1728.28,82.81,
crosswoz_11361_turn2,23.64,long,non-streaming,2256.29,2197.31,58.98,
multiwoz_PMUL2936_turn3,23.88,long,streaming,1794.40,1708.31,86.09,
multiwoz_PMUL2936_turn3,23.88,long,non-streaming,2285.99,2226.87,59.13,
multiwoz_PMUL0085_turn3,24.01,long,streaming,1382.84,1294.60,88.23,
multiwoz_PMUL0085_turn3,24.01,long,non-streaming,1630.31,1586.01,44.30,
crosswoz_11613_turn3,24.09,long,streaming,1119.06,1034.42,84.65,
crosswoz_11613_turn3,24.09,long,non-streaming,2309.97,2263.10,46.87,
crosswoz_8202_turn2,24.22,long,streaming,1521.56,1437.84,83.73,
crosswoz_8202_turn2,24.22,long,non-streaming,2126.68,2067.10,59.58,
multiwoz_PMUL4499_turn3,24.29,long,streaming,1048.30,954.66,93.64,
multiwoz_PMUL4499_turn3,24.29,long,non-streaming,2428.16,2379.34,48.83,
multiwoz_PMUL4885_turn3,24.40,long,streaming,1437.52,1352.00,85.53,
multiwoz_PMUL4885_turn3,24.40,long,non-streaming,1896.27,1850.64,45.63,
crosswoz_12298_turn2,24.58,long,streaming,1538.22,1454.68,83.54,
crosswoz_12298_turn2,24.58,long,non-streaming,2199.54,2151.02,48.52,
multiwoz_MUL0183_turn3,24.71,long,streaming,1743.38,1656.59,86.79,
multiwoz_MUL0183_turn3,24.71,long,non-streaming,2041.30,1996.03,45.27,
multiwoz_MUL1203_turn3,25.05,long,streaming,1314.33,1226.93,87.40,
multiwoz_MUL1203_turn3,25.05,long,non-streaming,1925.90,1881.05,44.85,
crosswoz_9033_turn2,25.30,long,streaming,1414.71,1329.99,84.72,
crosswoz_9033_turn2,25.30,long,non-streaming,2405.32,2347.81,57.51,
multiwoz_MUL1191_turn3,25.46,long,streaming,2046.85,1958.24,88.61,
multiwoz_MUL1191_turn3,25.46,long,non-streaming,2052.66,2007.47,45.19,
multiwoz_MUL2174_turn3,25.60,long,streaming,1161.77,1074.11,87.66,
multiwoz_MUL2174_turn3,25.60,long,non-streaming,2407.07,2349.65,57.42,
crosswoz_497_turn3,25.65,long,streaming,1119.78,1020.28,99.50,
crosswoz_497_turn3,25.65,long,non-streaming,2296.58,2240.16,56.42,
crosswoz_11406_turn3,25.67,long,streaming,1151.51,1067.12,84.39,
crosswoz_11406_turn3,25.67,long,non-streaming,2321.53,2276.01,45.51,
crosswoz_12299_turn2,25.69,long,streaming,1489.81,1387.24,102.57,
crosswoz_12299_turn2,25.69,long,non-streaming,2425.75,2380.89,44.86,
