sample_id,scope,mode,duration_group,wer,cer,wer_s,wer_d,wer_i,wer_n,cer_s,cer_d,cer_i,cer_n,empty
crosswoz_11613_turn4,crosswoz,non-streaming,very_long,0.1020,0.1020,7,3,5,147,7,3,5,147,0
multiwoz_MUL0874_turn4,multiwoz,streaming,very_long,0.2500,0.1186,12,1,9,88,7,6,43,472,0
multiwoz_MUL0874_turn4,multiwoz,non-streaming,very_long,0.2386,0.1229,12,0,9,88,11,5,42,472,0
multiwoz_MUL1353_turn3,multiwoz,streaming,very_long,0.2553,0.1029,16,6,2,94,10,21,19,486,0
multiwoz_MUL1353_turn3,multiwoz,non-streaming,very_long,0.2553,0.1049,16,5,3,94,7,20,24,486,0
crosswoz_9577_turn3,crosswoz,streaming,very_long,0.0654,0.0654,8,1,1,153,8,1,1,153,0
crosswoz_9577_turn3,crosswoz,non-streaming,very_long,0.0392,0.0392,4,1,1,153,4,1,1,153,0
multiwoz_MUL2174_turn4,multiwoz,streaming,very_long,0.1591,0.0901,5,2,7,88,5,2,34,455,0
multiwoz_MUL2174_turn4,multiwoz,non-streaming,very_long,0.1591,0.0989,6,1,7,88,4,2,39,455,0
crosswoz_7310_turn3,crosswoz,streaming,very_long,0.1014,0.1014,13,0,2,148,13,0,2,148,0
crosswoz_7310_turn3,crosswoz,non-streaming,very_long,0.0811,0.0811,10,0,2,148,10,0,2,148,0
multiwoz_PMUL2034_turn3,multiwoz,streaming,very_long,0.1919,0.1243,10,1,8,99,13,8,44,523,0
multiwoz_PMUL2034_turn3,multiwoz,non-streaming,very_long,0.1616,0.0899,8,1,7,99,8,8,31,523,0
crosswoz_12299_turn3,crosswoz,streaming,very_long,0.0784,0.0784,9,1,2,153,9,1,2,153,0
crosswoz_12299_turn3,crosswoz,non-streaming,very_long,0.0784,0.0784,9,1,2,153,9,1,2,153,0
multiwoz_PMUL3103_turn4,multiwoz,streaming,very_long,0.1596,0.1020,10,2,3,94,11,4,35,490,0
multiwoz_PMUL3103_turn4,multiwoz,non-streaming,very_long,0.1489,0.1000,8,2,4,94,11,3,35,490,0
multiwoz_PMUL2319_turn3,multiwoz,streaming,very_long,0.0660,0.0269,5,1,1,106,10,1,3,521,0
multiwoz_PMUL2319_turn3,multiwoz,non-streaming,very_long,0.0472,0.0250,4,0,1,106,10,0,3,521,0
crosswoz_9956_turn5,crosswoz,streaming,very_long,0.0612,0.0612,9,0,0,147,9,0,0,147,0
crosswoz_9956_turn5,crosswoz,non-streaming,very_long,0.0680,0.0680,9,0,1,147,9,0,1,147,0
multiwoz_MUL2018_turn4,multiwoz,streaming,very_long,0.1556,0.0989,8,0,6,90,8,2,35,455,0
multiwoz_MUL2018_turn4,multiwoz,non-streaming,very_long,0.1333,0.0945,5,0,7,90,4,1,38,455,0
crosswoz_10574_turn4,crosswoz,streaming,very_long,0.0570,0.0570,7,0,2,158,7,0,2,158,0
crosswoz_10574_turn4,crosswoz,non-streaming,very_long,0.0696,0.0696,9,0,2,158,9,0,2,158,0
multiwoz_MUL0069_turn4,multiwoz,streaming,very_long,0.1553,0.0827,6,3,7,103,7,2,33,508,0
multiwoz_MUL0069_turn4,multiwoz,non-streaming,very_long,0.1359,0.0827,5,2,7,103,7,1,34,508,0
crosswoz_9394_turn3,crosswoz,streaming,very_long,0.0789,0.0789,11,0,1,152,11,0,1,152,0
crosswoz_9394_turn3,crosswoz,non-streaming,very_long,0.0987,0.0987,14,0,1,152,14,0,1,152,0
crosswoz_11730_turn3,crosswoz,streaming,very_long,0.1013,0.1013,15,0,1,158,15,0,1,158,0
crosswoz_11730_turn3,crosswoz,non-streaming,very_long,0.0633,0.0633,9,0,1,158,9,0,1,158,0
multiwoz_MUL1320_turn5,multiwoz,streaming,very_long,0.1837,0.1193,9,0,9,98,7,2,49,486,0
multiwoz_MUL1320_turn5,multiwoz,non-streaming,very_long,0.2347,0.1502,9,0,14,98,6,2,65,486,0
multiwoz_MUL0193_turn3,multiwoz,streaming,very_long,0.2625,0.1184,15,1,5,80,16,6,36,490,0
multiwoz_MUL0193_turn3,multiwoz,non-streaming,very_long,0.2375,0.1163,14,0,5,80,16,5,36,490,0
crosswoz_12298_turn3,crosswoz,streaming,very_long,0.0769,0.0769,11,0,1,156,11,0,1,156,0
crosswoz_12298_turn3,crosswoz,non-streaming,very_long,0.0321,0.0321,4,0,1,156,4,0,1,156,0
multiwoz_MUL0076_turn4,multiwoz,streaming,very_long,0.1905,0.0819,11,2,7,105,5,2,36,525,0
multiwoz_MUL0076_turn4,multiwoz,non-streaming,very_long,0.1429,0.0648,11,1,3,105,5,2,27,525,0
crosswoz_7196_turn3,crosswoz,streaming,very_long,0.0875,0.0875,11,1,2,160,11,1,2,160,0
crosswoz_7196_turn3,crosswoz,non-streaming,very_long,0.0875,0.0875,12,1,1,160,12,1,1,160,0
multiwoz_PMUL4031_turn4,multiwoz,streaming,very_long,0.0510,0.0095,3,2,0,98,2,3,0,529,0
multiwoz_PMUL4031_turn4,multiwoz,non-streaming,very_long,0.0102,0.0038,1,0,0,98,2,0,0,529,0
multiwoz_MUL0641_turn3,multiwoz,streaming,very_long,0.2128,0.0978,10,1,9,94,8,3,37,491,0
multiwoz_MUL0641_turn3,multiwoz,non-streaming,very_long,0.2234,0.1181,11,0,10,94,10,2,46,491,0
crosswoz_2228_turn3,crosswoz,streaming,very_long,0.0488,0.0488,7,0,1,164,7,0,1,164,0
crosswoz_2228_turn3,crosswoz,non-streaming,very_long,0.0488,0.0488,7,0,1,164,7,0,1,164,0
multiwoz_PMUL4612_turn4,multiwoz,streaming,very_long,0.1308,0.0810,7,1,6,107,7,1,36,543,0
multiwoz_PMUL4612_turn4,multiwoz,non-streaming,very_long,0.1028,0.0829,6,0,5,107,10,0,35,543,0
crosswoz_10040_turn3,crosswoz,streaming,very_long,0.0566,0.0566,8,0,1,159,8,0,1,159,0
crosswoz_10040_turn3,crosswoz,non-streaming,very_long,0.0440,0.0440,5,1,1,159,5,1,1,159,0
crosswoz_11334_turn3,crosswoz,streaming,very_long,0.0818,0.0818,11,0,2,159,11,0,2,159,0
crosswoz_11334_turn3,crosswoz,non-streaming,very_long,0.0692,0.0692,10,0,1,159,10,0,1,159,0
crosswoz_3145_turn3,crosswoz,streaming,very_long,0.0545,0.0545,8,0,1,165,8,0,1,165,0
crosswoz_3145_turn3,crosswoz,non-streaming,very_long,0.0545,0.0545,8,0,1,165,8,0,1,165,0
multiwoz_MUL0183_turn4,multiwoz,streaming,very_long,0.0410,0.0083,4,1,0,122,2,3,0,602,0
multiwoz_MUL0183_turn4,multiwoz,non-streaming,very_long,0.0164,0.0050,2,0,0,122,1,2,0,602,0
multiwoz_MUL1152_turn4,multiwoz,streaming,very_long,0.1845,0.0810,10,1,8,103,10,3,31,543,0
multiwoz_MUL1152_turn4,multiwoz,non-streaming,very_long,0.1650,0.0681,9,1,7,103,7,5,25,543,0
multiwoz_MUL1203_turn4,multiwoz,streaming,very_long,0.0721,0.0284,6,1,1,111,7,9,1,598,0
multiwoz_MUL1203_turn4,multiwoz,non-streaming,very_long,0.0541,0.0284,5,0,1,111,7,9,1,598,0
crosswoz_497_turn4,crosswoz,streaming,very_long,0.0446,0.0446,5,1,1,157,5,1,1,157,0
crosswoz_497_turn4,crosswoz,non-streaming,very_long,0.0382,0.0382,5,0,1,157,5,0,1,157,0
crosswoz_9080_turn3,crosswoz,streaming,very_long,0.0578,0.0578,8,0,2,173,8,0,2,173,0
crosswoz_9080_turn3,crosswoz,non-streaming,very_long,0.0578,0.0578,8,0,2,173,8,0,2,173,0
multiwoz_PMUL2175_turn5,multiwoz,streaming,very_long,0.2692,0.1437,14,2,12,104,23,8,46,536,0
multiwoz_PMUL2175_turn5,multiwoz,non-streaming,very_long,0.2692,0.1437,11,1,16,104,18,5,54,536,0
multiwoz_MUL1459_turn4,multiwoz,streaming,very_long,0.0893,0.0661,4,1,5,112,1,1,34,545,0
multiwoz_MUL1459_turn4,multiwoz,non-streaming,very_long,0.0625,0.0459,2,0,5,112,2,3,20,545,0
crosswoz_9365_turn4,crosswoz,streaming,very_long,0.0828,0.0828,13,0,1,169,13,0,1,169,0
crosswoz_9365_turn4,crosswoz,non-streaming,very_long,0.0828,0.0828,13,0,1,169,13,0,1,169,0
crosswoz_11592_turn3,crosswoz,streaming,very_long,0.0844,0.0844,11,0,2,154,11,0,2,154,0
crosswoz_11592_turn3,crosswoz,non-streaming,very_long,0.0779,0.0779,11,0,1,154,11,0,1,154,0
multiwoz_PMUL1904_turn5,multiwoz,streaming,very_long,0.2500,0.1905,5,14,8,108,10,61,29,525,0
multiwoz_PMUL1904_turn5,multiwoz,non-streaming,very_long,0.2222,0.1790,5,13,6,108,10,58,26,525,0
multiwoz_MUL1031_turn4,multiwoz,streaming,very_long,0.1826,0.0997,13,1,7,115,14,2,42,582,0
multiwoz_MUL1031_turn4,multiwoz,non-streaming,very_long,0.1913,0.1048,12,0,10,115,10,1,50,582,0
multiwoz_MUL0666_turn4,multiwoz,streaming,very_long,0.2124,0.1007,11,0,13,113,2,1,54,566,0
multiwoz_MUL0666_turn4,multiwoz,non-streaming,very_long,0.1681,0.0795,8,0,11,113,2,0,43,566,0
multiwoz_PMUL0322_turn5,multiwoz,streaming,very_long,0.1759,0.0838,10,3,6,108,13,5,27,537,0
multiwoz_PMUL0322_turn5,multiwoz,non-streaming,very_long,0.1852,0.0857,11,2,7,108,14,2,30,537,0
multiwoz_MUL1191_turn4,multiwoz,streaming,very_long,0.2455,0.1000,14,5,8,110,15,6,33,540,0
multiwoz_MUL1191_turn4,multiwoz,non-streaming,very_long,0.2000,0.0759,11,3,8,110,9,6,26,540,0
multiwoz_MUL2174_turn5,multiwoz,streaming,very_long,0.1010,0.0576,3,1,6,99,3,1,26,521,0
multiwoz_MUL2174_turn5,multiwoz,non-streaming,very_long,0.0707,0.0461,2,0,5,99,3,0,21,521,0
crosswoz_11406_turn4,crosswoz,streaming,very_long,0.0765,0.0765,10,1,2,170,10,1,2,170,0
crosswoz_11406_turn4,crosswoz,non-streaming,very_long,0.0882,0.0882,13,0,2,170,13,0,2,170,0
crosswoz_8717_turn3,crosswoz,streaming,very_long,0.0581,0.0581,8,0,2,172,8,0,2,172,0
crosswoz_8717_turn3,crosswoz,non-streaming,very_long,0.0523,0.0523,7,0,2,172,7,0,2,172,0
multiwoz_PMUL4499_turn4,multiwoz,streaming,very_long,0.1364,0.0772,7,2,6,110,13,7,27,609,0
multiwoz_PMUL4499_turn4,multiwoz,non-streaming,very_long,0.1091,0.0722,6,0,6,110,14,3,27,609,0
crosswoz_9956_turn6,crosswoz,streaming,very_long,0.0595,0.0595,10,0,0,168,10,0,0,168,0
crosswoz_9956_turn6,crosswoz,non-streaming,very_long,0.0714,0.0714,11,0,1,168,11,0,1,168,0
multiwoz_MUL1215_turn4,multiwoz,streaming,very_long,0.2151,0.0351,13,7,0,93,4,8,5,484,0
multiwoz_MUL1215_turn4,multiwoz,non-streaming,very_long,0.1720,0.0455,11,3,2,93,6,4,12,484,0
multiwoz_PMUL4254_turn4,multiwoz,streaming,very_long,0.1818,0.0813,10,1,7,99,13,3,25,504,0
multiwoz_PMUL4254_turn4,multiwoz,non-streaming,very_long,0.1414,0.0794,7,0,7,99,8,3,29,504,0
multiwoz_MUL0711_turn4,multiwoz,streaming,very_long,0.1140,0.0633,8,2,3,114,15,6,14,553,0
multiwoz_MUL0711_turn4,multiwoz,non-streaming,very_long,0.1053,0.0542,7,2,3,114,12,4,14,553,0
multiwoz_MUL1332_turn5,multiwoz,streaming,very_long,0.1753,0.0966,8,1,8,97,12,8,28,497,0
multiwoz_MUL1332_turn5,multiwoz,non-streaming,very_long,0.1753,0.1046,8,1,8,97,16,8,28,497,0
multiwoz_PMUL2590_turn5,multiwoz,streaming,very_long,0.1802,0.1136,8,2,10,111,15,2,49,581,0
multiwoz_PMUL2590_turn5,multiwoz,non-streaming,very_long,0.1712,0.0981,8,1,10,111,13,2,42,581,0
multiwoz_PMUL0085_turn4,multiwoz,streaming,very_long,0.1930,0.1176,8,2,12,114,14,0,50,544,0
multiwoz_PMUL0085_turn4,multiwoz,non-streaming,very_long,0.1754,0.1250,9,0,11,114,11,0,57,544,0
crosswoz_10661_turn4,crosswoz,streaming,very_long,0.0824,0.0824,11,4,0,182,11,4,0,182,0
crosswoz_10661_turn4,crosswoz,non-streaming,very_long,0.0549,0.0549,6,4,0,182,6,4,0,182,0
multiwoz_PMUL2296_turn4,multiwoz,streaming,very_long,0.0698,0.0286,5,4,0,129,4,15,0,665,0
multiwoz_PMUL2296_turn4,multiwoz,non-streaming,very_long,0.0853,0.0421,7,2,2,129,12,12,4,665,0
crosswoz_8672_turn4,crosswoz,streaming,very_long,0.0761,0.0761,12,1,1,184,12,1,1,184,0
crosswoz_8672_turn4,crosswoz,non-streaming,very_long,0.0489,0.0489,8,0,1,184,8,0,1,184,0
crosswoz_10331_turn3,crosswoz,streaming,very_long,0.0642,0.0642,11,0,1,187,11,0,1,187,0
crosswoz_10331_turn3,crosswoz,non-streaming,very_long,0.0642,0.0642,11,0,1,187,11,0,1,187,0
multiwoz_MUL0023_turn4,multiwoz,streaming,very_long,0.2072,0.1068,13,4,6,111,23,7,30,562,0
multiwoz_MUL0023_turn4,multiwoz,non-streaming,very_long,0.1712,0.1014,12,2,5,111,22,6,29,562,0
crosswoz_11735_turn3,crosswoz,streaming,very_long,0.0682,0.0682,11,0,1,176,11,0,1,176,0
crosswoz_11735_turn3,crosswoz,non-streaming,very_long,0.0682,0.0682,11,0,1,176,11,0,1,176,0
multiwoz_PMUL4885_turn5,multiwoz,streaming,very_long,0.1121,0.0688,7,1,5,116,14,1,23,552,0
multiwoz_PMUL4885_turn5,multiwoz,non-streaming,very_long,0.1121,0.0743,9,0,4,116,17,3,21,552,0
crosswoz_9138_turn4,crosswoz,streaming,very_long,0.0753,0.0753,11,0,3,186,11,0,3,186,0
crosswoz_9138_turn4,crosswoz,non-streaming,very_long,0.0484,0.0484,7,0,2,186,7,0,2,186,0
crosswoz_9033_turn4,crosswoz,streaming,very_long,0.0326,0.0326,4,1,1,184,4,1,1,184,0
crosswoz_9033_turn4,crosswoz,non-streaming,very_long,0.0326,0.0326,4,1,1,184,4,1,1,184,0
crosswoz_8436_turn3,crosswoz,streaming,very_long,0.0582,0.0582,9,1,1,189,9,1,1,189,0
crosswoz_8436_turn3,crosswoz,non-streaming,very_long,0.0582,0.0582,10,0,1,189,10,0,1,189,0
crosswoz_497_turn5,crosswoz,streaming,very_long,0.0652,0.0652,10,0,2,184,10,0,2,184,0
crosswoz_497_turn5,crosswoz,non-streaming,very_long,0.0435,0.0435,7,0,1,184,7,0,1,184,0
crosswoz_962_turn4,crosswoz,streaming,very_long,0.0745,0.0745,13,0,1,188,13,0,1,188,0
crosswoz_962_turn4,crosswoz,non-streaming,very_long,0.0691,0.0691,12,0,1,188,12,0,1,188,0
crosswoz_8907_turn4,crosswoz,streaming,very_long,0.0345,0.0345,6,0,1,203,6,0,1,203,0
crosswoz_8907_turn4,crosswoz,non-streaming,very_long,0.0394,0.0394,6,1,1,203,6,1,1,203,0
crosswoz_11613_turn5,crosswoz,streaming,very_long,0.1087,0.1087,10,4,6,184,10,4,6,184,0
crosswoz_11613_turn5,crosswoz,non-streaming,very_long,0.1087,0.1087,10,5,5,184,10,5,5,184,0
crosswoz_10382_turn4,crosswoz,streaming,very_long,0.0945,0.0945,14,4,1,201,14,4,1,201,0
crosswoz_10382_turn4,crosswoz,non-streaming,very_long,0.0846,0.0846,12,4,1,201,12,4,1,201,0
crosswoz_10296_turn4,crosswoz,streaming,very_long,0.0412,0.0412,7,0,1,194,7,0,1,194,0
crosswoz_10296_turn4,crosswoz,non-streaming,very_long,0.0464,0.0464,7,0,2,194,7,0,2,194,0
crosswoz_8707_turn4,crosswoz,streaming,very_long,0.2489,0.2489,18,35,2,221,18,35,2,221,0
crosswoz_8707_turn4,crosswoz,non-streaming,very_long,0.2308,0.2308,15,35,1,221,15,35,1,221,0
crosswoz_422_turn4,crosswoz,streaming,very_long,0.0471,0.0471,8,0,1,191,8,0,1,191,0
crosswoz_422_turn4,crosswoz,non-streaming,very_long,0.0524,0.0524,10,0,0,191,10,0,0,191,0
crosswoz_12011_turn3,crosswoz,streaming,very_long,0.0711,0.0711,13,0,1,197,13,0,1,197,0
crosswoz_12011_turn3,crosswoz,non-streaming,very_long,0.0508,0.0508,9,0,1,197,9,0,1,197,0
crosswoz_2228_turn4,crosswoz,streaming,very_long,0.0603,0.0603,9,0,3,199,9,0,3,199,0
crosswoz_2228_turn4,crosswoz,non-streaming,very_long,0.0603,0.0603,9,0,3,199,9,0,3,199,0
crosswoz_7310_turn4,crosswoz,streaming,very_long,0.0686,0.0686,11,0,3,204,11,0,3,204,0
crosswoz_7310_turn4,crosswoz,non-streaming,very_long,0.0588,0.0588,10,0,2,204,10,0,2,204,0
crosswoz_12315_turn4,crosswoz,streaming,very_long,0.0985,0.0985,17,1,2,203,17,1,2,203,0
crosswoz_12315_turn4,crosswoz,non-streaming,very_long,0.0739,0.0739,13,1,1,203,13,1,1,203,0
crosswoz_11361_turn4,crosswoz,streaming,very_long,0.0622,0.0622,10,1,2,209,10,1,2,209,0
crosswoz_11361_turn4,crosswoz,non-streaming,very_long,0.0622,0.0622,10,1,2,209,10,1,2,209,0
crosswoz_8672_turn5,crosswoz,streaming,very_long,0.1227,0.1227,11,14,2,220,11,14,2,220,0
crosswoz_8672_turn5,crosswoz,non-streaming,very_long,0.1227,0.1227,12,14,1,220,12,14,1,220,0
crosswoz_1101_turn4,crosswoz,streaming,very_long,0.0600,0.0600,11,0,1,200,11,0,1,200,0
crosswoz_1101_turn4,crosswoz,non-streaming,very_long,0.0550,0.0550,10,0,1,200,10,0,1,200,0
crosswoz_11893_turn4,crosswoz,streaming,very_long,0.0237,0.0237,3,0,2,211,3,0,2,211,0
crosswoz_11893_turn4,crosswoz,non-streaming,very_long,0.0284,0.0284,4,0,2,211,4,0,2,211,0
crosswoz_9275_turn2,crosswoz,streaming,very_long,0.1053,0.1053,18,1,1,190,18,1,1,190,0
crosswoz_9275_turn2,crosswoz,non-streaming,very_long,0.0947,0.0947,16,1,1,190,16,1,1,190,0
crosswoz_7701_turn4,crosswoz,streaming,very_long,0.0600,0.0600,10,0,2,200,10,0,2,200,0
crosswoz_7701_turn4,crosswoz,non-streaming,very_long,0.0550,0.0550,9,0,2,200,9,0,2,200,0
crosswoz_10749_turn4,crosswoz,streaming,very_long,0.0224,0.0224,3,1,1,223,3,1,1,223,0
crosswoz_10749_turn4,crosswoz,non-streaming,very_long,0.0224,0.0224,4,0,1,223,4,0,1,223,0
crosswoz_8796_turn3,crosswoz,streaming,very_long,0.0918,0.0918,15,3,1,207,15,3,1,207,0
crosswoz_8796_turn3,crosswoz,non-streaming,very_long,0.0725,0.0725,14,0,1,207,14,0,1,207,0
crosswoz_9200_turn4,crosswoz,streaming,very_long,0.0306,0.0306,5,0,1,196,5,0,1,196,0
crosswoz_9200_turn4,crosswoz,non-streaming,very_long,0.0306,0.0306,5,0,1,196,5,0,1,196,0
crosswoz_9394_turn4,crosswoz,streaming,very_long,0.0728,0.0728,14,0,1,206,14,0,1,206,0
crosswoz_9394_turn4,crosswoz,non-streaming,very_long,0.0825,0.0825,16,0,1,206,16,0,1,206,0
crosswoz_11334_turn4,crosswoz,streaming,very_long,0.0821,0.0821,13,0,4,207,13,0,4,207,0
crosswoz_11334_turn4,crosswoz,non-streaming,very_long,0.0483,0.0483,8,0,2,207,8,0,2,207,0
crosswoz_11613_turn6,crosswoz,streaming,very_long,0.0892,0.0892,11,2,6,213,11,2,6,213,0
crosswoz_11613_turn6,crosswoz,non-streaming,very_long,0.0798,0.0798,10,2,5,213,10,2,5,213,0
crosswoz_10574_turn5,crosswoz,streaming,very_long,0.0398,0.0398,7,0,2,226,7,0,2,226,0
crosswoz_10574_turn5,crosswoz,non-streaming,very_long,0.0354,0.0354,6,0,2,226,6,0,2,226,0
crosswoz_11248_turn3,crosswoz,streaming,very_long,0.0622,0.0622,11,2,1,225,11,2,1,225,0
crosswoz_11248_turn3,crosswoz,non-streaming,very_long,0.0444,0.0444,8,1,1,225,8,1,1,225,0
crosswoz_8202_turn4,crosswoz,streaming,very_long,0.0943,0.0943,18,1,1,212,18,1,1,212,0
crosswoz_8202_turn4,crosswoz,non-streaming,very_long,0.0943,0.0943,18,1,1,212,18,1,1,212,0
crosswoz_3145_turn4,crosswoz,streaming,very_long,0.0500,0.0500,10,0,1,220,10,0,1,220,0
crosswoz_3145_turn4,crosswoz,non-streaming,very_long,0.0591,0.0591,12,0,1,220,12,0,1,220,0
crosswoz_7196_turn4,crosswoz,streaming,very_long,0.0717,0.0717,12,2,2,223,12,2,2,223,0
crosswoz_7196_turn4,crosswoz,non-streaming,very_long,0.0583,0.0583,10,1,2,223,10,1,2,223,0
crosswoz_7652_turn3,crosswoz,streaming,very_long,0.1106,0.1106,22,0,2,217,22,0,2,217,0
crosswoz_7652_turn3,crosswoz,non-streaming,very_long,0.0922,0.0922,18,0,2,217,18,0,2,217,0
crosswoz_9577_turn4,crosswoz,streaming,very_long,0.0538,0.0538,8,1,3,223,8,1,3,223,0
crosswoz_9577_turn4,crosswoz,non-streaming,very_long,0.0538,0.0538,9,1,2,223,9,1,2,223,0
crosswoz_12011_turn4,crosswoz,streaming,very_long,0.0652,0.0652,14,0,1,230,14,0,1,230,0
crosswoz_12011_turn4,crosswoz,non-streaming,very_long,0.0478,0.0478,9,0,2,230,9,0,2,230,0
crosswoz_10197_turn4,crosswoz,streaming,very_long,0.0502,0.0502,11,0,0,219,11,0,0,219,0
crosswoz_10197_turn4,crosswoz,non-streaming,very_long,0.0411,0.0411,9,0,0,219,9,0,0,219,0
crosswoz_10040_turn4,crosswoz,streaming,very_long,0.0938,0.0938,18,0,3,224,18,0,3,224,0
crosswoz_10040_turn4,crosswoz,non-streaming,very_long,0.0982,0.0982,18,0,4,224,18,0,4,224,0
crosswoz_8436_turn4,crosswoz,streaming,very_long,0.0427,0.0427,8,1,1,234,8,1,1,234,0
crosswoz_8436_turn4,crosswoz,non-streaming,very_long,0.0427,0.0427,9,0,1,234,9,0,1,234,0
crosswoz_98_turn3,crosswoz,streaming,very_long,0.1065,0.1065,20,2,1,216,20,2,1,216,0
crosswoz_98_turn3,crosswoz,non-streaming,very_long,0.1204,0.1204,24,1,1,216,24,1,1,216,0
crosswoz_12299_turn4,crosswoz,streaming,very_long,0.0693,0.0693,10,1,5,231,10,1,5,231,0
crosswoz_12299_turn4,crosswoz,non-streaming,very_long,0.0736,0.0736,11,1,5,231,11,1,5,231,0
crosswoz_9173_turn4,crosswoz,streaming,very_long,0.0474,0.0474,10,0,1,232,10,0,1,232,0
crosswoz_9173_turn4,crosswoz,non-streaming,very_long,0.0431,0.0431,9,0,1,232,9,0,1,232,0
crosswoz_12298_turn4,crosswoz,streaming,very_long,0.0345,0.0345,7,0,1,232,7,0,1,232,0
crosswoz_12298_turn4,crosswoz,non-streaming,very_long,0.0302,0.0302,6,0,1,232,6,0,1,232,0
crosswoz_11730_turn4,crosswoz,streaming,very_long,0.0700,0.0700,15,0,2,243,15,0,2,243,0
crosswoz_11730_turn4,crosswoz,non-streaming,very_long,0.0700,0.0700,15,0,2,243,15,0,2,243,0
crosswoz_11406_turn5,crosswoz,streaming,very_long,0.0909,0.0909,18,1,3,242,18,1,3,242,0
crosswoz_11406_turn5,crosswoz,non-streaming,very_long,0.1033,0.1033,21,1,3,242,21,1,3,242,0
crosswoz_9080_turn4,crosswoz,streaming,very_long,0.0583,0.0583,12,0,2,240,12,0,2,240,0
crosswoz_9080_turn4,crosswoz,non-streaming,very_long,0.0625,0.0625,13,0,2,240,13,0,2,240,0
crosswoz_10661_turn5,crosswoz,streaming,very_long,0.0788,0.0788,15,3,1,241,15,3,1,241,0
crosswoz_10661_turn5,crosswoz,non-streaming,very_long,0.0871,0.0871,14,3,4,241,14,3,4,241,0
crosswoz_11735_turn4,crosswoz,streaming,very_long,0.0504,0.0504,11,0,1,238,11,0,1,238,0
crosswoz_11735_turn4,crosswoz,non-streaming,very_long,0.0588,0.0588,13,0,1,238,13,0,1,238,0
crosswoz_497_turn6,crosswoz,streaming,very_long,0.0664,0.0664,13,0,2,226,13,0,2,226,0
crosswoz_497_turn6,crosswoz,non-streaming,very_long,0.0487,0.0487,9,0,2,226,9,0,2,226,0
crosswoz_8672_turn6,crosswoz,streaming,very_long,0.0506,0.0506,12,0,1,257,12,0,1,257,0
crosswoz_8672_turn6,crosswoz,non-streaming,very_long,0.0467,0.0467,11,0,1,257,11,0,1,257,0
crosswoz_9275_turn3,crosswoz,streaming,very_long,0.0759,0.0759,14,1,2,224,14,1,2,224,0
crosswoz_9275_turn3,crosswoz,non-streaming,very_long,0.0759,0.0759,16,0,1,224,16,0,1,224,0
crosswoz_9033_turn5,crosswoz,streaming,very_long,0.0567,0.0567,12,1,1,247,12,1,1,247,0
crosswoz_9033_turn5,crosswoz,non-streaming,very_long,0.0607,0.0607,13,1,1,247,13,1,1,247,0
crosswoz_10331_turn4,crosswoz,streaming,very_long,0.0859,0.0859,22,0,0,256,22,0,0,256,0
crosswoz_10331_turn4,crosswoz,non-streaming,very_long,0.0664,0.0664,16,0,1,256,16,0,1,256,0
multiwoz_PMUL4612_turn6,multiwoz,streaming,extra_long,0.1192,0.0735,9,3,6,151,10,9,37,762,0
multiwoz_PMUL4612_turn6,multiwoz,non-streaming,extra_long,0.0927,0.0446,8,2,4,151,9,8,17,762,0
multiwoz_PMUL0271_turn5,multiwoz,streaming,extra_long,0.1069,0.0693,11,1,5,159,22,2,32,808,0
multiwoz_PMUL0271_turn5,multiwoz,non-streaming,extra_long,0.1006,0.0644,10,0,6,159,21,0,31,808,0
multiwoz_MUL1031_turn6,multiwoz,streaming,extra_long,0.2321,0.1409,17,11,11,168,11,48,63,866,0
multiwoz_MUL1031_turn6,multiwoz,non-streaming,extra_long,0.2202,0.1386,15,10,12,168,12,45,63,866,0
crosswoz_9365_turn5,crosswoz,streaming,extra_long,0.0847,0.0847,19,0,2,248,19,0,2,248,0
crosswoz_9365_turn5,crosswoz,non-streaming,extra_long,0.0726,0.0726,16,0,2,248,16,0,2,248,0
multiwoz_PMUL4885_turn6,multiwoz,streaming,extra_long,0.1806,0.1111,14,0,14,155,16,1,65,738,0
multiwoz_PMUL4885_turn6,multiwoz,non-streaming,extra_long,0.1806,0.1043,12,1,15,155,15,2,60,738,0
crosswoz_10296_turn5,crosswoz,streaming,extra_long,0.0482,0.0482,10,0,2,249,10,0,2,249,0
crosswoz_10296_turn5,crosswoz,non-streaming,extra_long,0.0602,0.0602,13,0,2,249,13,0,2,249,0
multiwoz_MUL2016_turn5,multiwoz,streaming,extra_long,0.1366,0.0538,12,5,5,161,10,2,30,781,0
multiwoz_MUL2016_turn5,multiwoz,non-streaming,extra_long,0.1304,0.0397,9,5,7,161,3,5,23,781,0
multiwoz_PMUL0322_turn7,multiwoz,streaming,extra_long,0.2013,0.0923,18,2,11,154,19,11,42,780,0
multiwoz_PMUL0322_turn7,multiwoz,non-streaming,extra_long,0.2078,0.0833,17,2,13,154,19,9,37,780,0
multiwoz_MUL2157_turn5,multiwoz,streaming,extra_long,0.2071,0.1311,9,9,11,140,4,37,51,702,0
multiwoz_MUL2157_turn5,multiwoz,non-streaming,extra_long,0.2214,0.1282,10,10,11,140,4,37,49,702,0
crosswoz_12315_turn5,crosswoz,streaming,extra_long,0.0870,0.0870,18,2,2,253,18,2,2,253,0
crosswoz_12315_turn5,crosswoz,non-streaming,extra_long,0.0711,0.0711,14,3,1,253,14,3,1,253,0
